rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
secegr,Egress goes only to expected destinations,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-egress-destinations.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-923,Improper Restriction of Communication Channel to Intended Endpoints
secegr,Egress goes only to expected destinations,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-egress-destinations.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SC-7,Boundary Protection
secegr,Egress goes only to expected destinations,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-egress-destinations.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-4,Information Flow Enforcement
secegr,Egress goes only to expected destinations,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-egress-destinations.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-7(5),Deny by Default - Allow by Exception
secegr,Egress goes only to expected destinations,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-egress-destinations.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,broad,ASI02,Tool Misuse and Exploitation
secegr,Egress goes only to expected destinations,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-egress-destinations.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,broad,LLM02,Sensitive Information Disclosure
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0082,RAG Credential Harvesting
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0083,Credentials from AI Agent Configuration
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0098,AI Agent Tool Credential Harvesting
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0055,Unsecured Credentials
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0095.000,Code Repositories
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,LOG-08,Audit Logs Sanitization
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-12,Source Code Management
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-14,Credentials Management
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,LOG-08,Audit Logs Sanitization
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-14,Credentials Management
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-798,Use of Hard-coded Credentials
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-532,Insertion of Sensitive Information into Log File
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-540,Inclusion of Sensitive Information in Source Code
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,IA-5(7),No Embedded Unencrypted Static Authenticators
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,broad,V14,Data Protection
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,secrets-management,Secrets Management Cheat Sheet
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,broad,LLM02,Sensitive Information Disclosure
secsec,Keep secrets out,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-keep-secrets-out.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP01,Token Mismanagement & Secret Exposure
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0053,AI Agent Tool Invocation
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0082,RAG Credential Harvesting
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0085,Data from AI Services
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-18,Agent Access Restriction
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-05,Least Privilege
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-15,Authorization Mechanisms
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-16,Knowledge Access Control - Need to Know
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-05,Least Privilege
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-15,Authorization Mechanisms
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-285,Improper Authorization
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-441,Unintended Proxy or Intermediary ('Confused Deputy')
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-3,Access Enforcement
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-6,Least Privilege
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,tight,ASI03,Identity and Privilege Abuse
seclpr,Retrieval enforces the requester's authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-least-privilege-retrieval.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP07,Insufficient Authentication & Authorization
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0057,LLM Data Leakage
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0080,AI Agent Context Poisoning
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-14,AI Cache Protection
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-16,Knowledge Access Control - Need to Know
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-11,Agents Security Boundaries
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,I&S-06,Segmentation and Segregation
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,I&S-06,Segmentation and Segregation
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-653,Improper Isolation or Compartmentalization
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-488,Exposure of Data Element to Wrong Session
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-4,Information Flow Enforcement
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-4,Information in Shared System Resources
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secncb,No cross-context bleed,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-cross-context-bleed.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP10,Context Injection & Over-Sharing
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0082,RAG Credential Harvesting
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0098,AI Agent Tool Credential Harvesting
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0056,Extract LLM System Prompt
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0057,LLM Data Leakage
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0069,Discover LLM System Information
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0084,Discover AI Agent Configuration
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-15,Prompt Differentiation
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-16,Knowledge Access Control - Need to Know
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,TVM-13,Guardrails
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-497,Exposure of Sensitive System Information to an Unauthorized Control Sphere
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,AC-4,Information Flow Enforcement
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM02,Sensitive Information Disclosure
secndc,No disclosure of secrets or hidden context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-no-hidden-context-disclosure.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM08,Hidden Context Exposure
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0012,Valid Accounts
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0091.000,Application Access Token
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0091.001,Web Session Cookie
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,SEF-07,Incident Management and Response
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-12,Key Rotation
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-19,Key Compromise
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-14,Credentials Management
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,SEF-07,Incident Management and Response
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-12,Key Rotation
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-19,Key Compromise
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-14,Credentials Management
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,IR-4,Incident Handling
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,IA-5,Authenticator Management
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MANAGE 2.3,Procedures are followed to respond to and recover from a previously unknown risk when it is identified.
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MANAGE 4.3,"Incidents and errors are communicated to relevant AI actors, including affected communities. Processes for tracking, responding to, and recovering from incidents and errors are followed and documented."
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,secrets-management,Secrets Management Cheat Sheet
secrot,Rotate a leaked secret,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECC-rotate-leaked-secret.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP01,Token Mismanagement & Secret Exposure
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0012,Valid Accounts
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0055,Unsecured Credentials
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-13,Strong Authentication
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-14,Credentials Management
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-13,Strong Authentication
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-14,Credentials Management
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,IA-5(5),Change Authenticators Prior to Delivery
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,IA-5(7),No Embedded Unencrypted Static Authenticators
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,IA-2,Identification and Authentication (Organizational Users)
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.1.3,Use standardized security features and services
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,owasp-api,OWASP API Security Top 10,2023,addresses risk,tight,API2,Broken Authentication
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V6,Authentication
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,authentication,Authentication Cheat Sheet
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,multifactor-authentication,Multifactor Authentication Cheat Sheet
secau1,Strong authentication,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authentication.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,tight,A07,Authentication Failures
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0053,AI Agent Tool Invocation
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0082,RAG Credential Harvesting
